image,p_yes,p_no,label,prob,pred
000016.jpg,0.54913896,0.50606376,1,0.5204109,1
000378.jpg,0.54867315,0.5053106,1,0.5205708,1
000490.jpg,0.548841,0.5064075,1,0.5201059,1
000515.jpg,0.54805547,0.5070489,1,0.5194325,1
000800.jpg,0.5484522,0.50527745,1,0.52048665,1
000859.jpg,0.5479367,0.507103,1,0.5193517,1
001009.jpg,0.45720813,0.5334357,1,0.46152624,0
001019.jpg,0.54815,0.5052438,1,0.52036566,1
001243.jpg,0.54897124,0.5054082,1,0.52065814,1
001382.jpg,0.5492228,0.5056693,1,0.52064365,1
001426.jpg,0.54574823,0.5083921,1,0.5177188,1
001622.jpg,0.5490271,0.50542843,1,0.5206735,1
001783.jpg,0.54897106,0.5054047,1,0.5206598,1
001846.jpg,0.54784226,0.50522983,1,0.52023244,1
002144.jpg,0.5474794,0.5052371,1,0.52006346,1
002187.jpg,0.54638106,0.50805116,1,0.51817566,1
002593.jpg,0.54882133,0.5053524,1,0.52061754,1
002740.jpg,0.54922676,0.50568074,1,0.5206397,1
002891.jpg,0.52908874,0.51518476,1,0.50665724,1
003222.jpg,0.54905456,0.50617355,1,0.5203184,1
003224.jpg,0.54911566,0.50552803,1,0.52066463,1
003292.jpg,0.5492061,0.50559527,1,0.5206725,1
003667.jpg,0.5489264,0.5063444,1,0.5201759,1
003840.jpg,0.5470808,0.50766224,1,0.51868635,1
003858.jpg,0.456746,0.5335249,1,0.4612334,0
003916.jpg,0.5488093,0.50535876,1,0.52060896,1
004030.jpg,0.54916126,0.505533,1,0.52068293,1
004034.jpg,0.5489271,0.5053867,1,0.52064866,1
004142.jpg,0.47206387,0.5308817,1,0.47067747,0
004192.jpg,0.54799986,0.50523674,1,0.5203008,1
004259.jpg,0.5477458,0.50522405,1,0.5201913,1
004275.jpg,0.46130693,0.5327304,1,0.46407405,0
004277.jpg,0.54918635,0.50558066,1,0.5206708,1
004396.jpg,0.5480601,0.5052433,1,0.520325,1
004452.jpg,0.54514784,0.50872386,1,0.51728106,1
004868.jpg,0.45486236,0.53372896,1,0.46011162,0
005119.jpg,0.5492101,0.5059758,1,0.5204866,1
005387.jpg,0.54869646,0.5065471,1,0.51997143,1
005466.jpg,0.5119881,0.52067983,1,0.49579164,0
005645.jpg,0.54880357,0.5053546,1,0.52060837,1
005654.jpg,0.54895043,0.5063076,1,0.5202049,1
006091.jpg,0.47103268,0.53093237,1,0.4701089,0
006236.jpg,0.548634,0.50530404,1,0.5205562,1
006460.jpg,0.5485076,0.5052772,1,0.5205119,1
006583.jpg,0.45395917,0.53383857,1,0.45956692,0
006598.jpg,0.54909503,0.5054844,1,0.52067673,1
006788.jpg,0.5485991,0.5052949,1,0.5205449,1
006813.jpg,0.54921854,0.5057736,1,0.5205901,1
006942.jpg,0.5463107,0.50813353,1,0.51810294,1
007073.jpg,0.54384565,0.509325,1,0.5163889,1
007080.jpg,0.5450771,0.5087834,1,0.5172194,1
007162.jpg,0.5490618,0.50547457,1,0.52066654,1
007571.jpg,0.5486943,0.5065525,1,0.51996773,1
007649.jpg,0.54924,0.50575477,1,0.5206092,1
007819.jpg,0.5438759,0.5092995,1,0.51641524,1
007967.jpg,0.5492377,0.5056652,1,0.5206524,1
008064.jpg,0.543875,0.5093103,1,0.51640964,1
008213.jpg,0.45515063,0.53369427,1,0.4602852,0
008220.jpg,0.4628677,0.53239715,1,0.46506986,0
008243.jpg,0.53450835,0.5131976,1,0.5101702,1
008357.jpg,0.54887724,0.5053558,1,0.52064127,1
008636.jpg,0.537849,0.511908,1,0.51235574,1
008777.jpg,0.54921055,0.5058816,1,0.52053326,1
008913.jpg,0.5487167,0.5053245,1,0.5205838,1
008931.jpg,0.54921204,0.5056422,1,0.5206521,1
008979.jpg,0.5485276,0.50528616,1,0.5205167,1
009087.jpg,0.54820275,0.5052492,1,0.520387,1
009231.jpg,0.5483173,0.5052615,1,0.5204331,1
009305.jpg,0.54894537,0.5054163,1,0.5206424,1
009353.jpg,0.54820496,0.50524473,1,0.5203903,1
009519.jpg,0.52630526,0.5160846,1,0.5049025,1
009555.jpg,0.54913104,0.50549644,1,0.5206872,1
009738.jpg,0.5491799,0.5060017,1,0.52046007,1
009754.jpg,0.50513345,0.52245635,1,0.4915711,0
009805.jpg,0.5481334,0.5069744,1,0.5195046,1
010100.jpg,0.54872084,0.5053228,1,0.52058643,1
010104.jpg,0.54906696,0.5054552,1,0.52067846,1
010308.jpg,0.549181,0.50557363,1,0.5206718,1
010712.jpg,0.5483347,0.5052636,1,0.52044,1
011078.jpg,0.54910725,0.5054935,1,0.52067786,1
011396.jpg,0.54908335,0.5061568,1,0.5203397,1
011470.jpg,0.4537903,0.53380764,1,0.45948893,0
011761.jpg,0.5492179,0.5056399,1,0.5206559,1
011885.jpg,0.5489618,0.5054142,1,0.5206509,1
011962.jpg,0.5491418,0.50552034,1,0.5206803,1
012085.jpg,0.5117056,0.52066696,1,0.49565983,0
012189.jpg,0.5491773,0.5056047,1,0.5206548,1
012207.jpg,0.54915094,0.50552434,1,0.52068245,1
012256.jpg,0.5492203,0.50589687,1,0.52053016,1
012326.jpg,0.53276414,0.5138433,1,0.5090391,1
012373.jpg,0.45411968,0.5337976,1,0.4596738,0
012643.jpg,0.5492282,0.5056981,1,0.52063185,1
012697.jpg,0.5492021,0.50557363,1,0.5206814,1
013040.jpg,0.5490183,0.5054385,1,0.5206646,1
013063.jpg,0.5487661,0.5053297,1,0.52060366,1
013331.jpg,0.54918706,0.5055909,1,0.520666,1
013350.jpg,0.5491028,0.5054853,1,0.5206799,1
013479.jpg,0.549076,0.50619286,1,0.52031857,1
013650.jpg,0.5489316,0.50538963,1,0.52064925,1
013780.jpg,0.5491092,0.50550467,1,0.5206733,1
013920.jpg,0.5492195,0.5059493,1,0.5205039,1
013992.jpg,0.54912335,0.50597453,1,0.5204478,1
014143.jpg,0.54911613,0.5054927,1,0.5206823,1
014236.jpg,0.54907066,0.5054839,1,0.52066594,1
014331.jpg,0.5488379,0.5064365,1,0.52009016,1
014433.jpg,0.54916936,0.50553143,1,0.52068734,1
014447.jpg,0.5490741,0.50545603,1,0.52068126,1
014487.jpg,0.54923904,0.5057999,1,0.5205865,1
014550.jpg,0.5491338,0.5055229,1,0.52067536,1
014596.jpg,0.54918474,0.50595987,1,0.52048296,1
014650.jpg,0.54898995,0.505421,1,0.52066034,1
014671.jpg,0.54905534,0.5061753,1,0.52031785,1
015063.jpg,0.5486649,0.50530726,1,0.52056867,1
015145.jpg,0.47889268,0.5293616,1,0.47497213,0
015158.jpg,0.54883415,0.50535524,1,0.52062196,1
015337.jpg,0.54830796,0.5052722,1,0.5204236,1
015341.jpg,0.45916608,0.5331072,1,0.46274152,0
015490.jpg,0.54809076,0.5070364,1,0.5194547,1
015539.jpg,0.54902434,0.5054424,1,0.5206654,1
015789.jpg,0.54873574,0.5065297,1,0.51999784,1
015853.jpg,0.5492409,0.5056878,1,0.5206427,1
015865.jpg,0.54922104,0.505826,1,0.52056545,1
015926.jpg,0.5489031,0.50539297,1,0.5206347,1
016395.jpg,0.5459453,0.5082828,1,0.5178626,1
016494.jpg,0.5483843,0.505262,1,0.52046335,1
016504.jpg,0.5490437,0.5054537,1,0.52066857,1
016666.jpg,0.45413804,0.533853,1,0.45965806,0
016830.jpg,0.5486635,0.5053056,1,0.52056885,1
016909.jpg,0.5401789,0.51093113,1,0.5139128,1
017172.jpg,0.5488522,0.50641197,1,0.5201088,1
017256.jpg,0.54910564,0.5054737,1,0.5206869,1
018101.jpg,0.5491123,0.5060864,1,0.5203876,1
018115.jpg,0.47114566,0.53095573,1,0.47015765,0
018254.jpg,0.45383814,0.53378415,1,0.45952603,0
018404.jpg,0.5281732,0.5153941,1,0.5061228,1
018797.jpg,0.5492652,0.5058052,1,0.5205958,1
018828.jpg,0.5490714,0.5054661,1,0.52067506,1
018838.jpg,0.5490942,0.5054838,1,0.5206767,1
019065.jpg,0.5491162,0.505481,1,0.5206881,1
019160.jpg,0.54914093,0.50550205,1,0.52068895,1
019452.jpg,0.45411503,0.53378356,1,0.4596778,0
020130.jpg,0.5484917,0.5052923,1,0.52049726,1
020548.jpg,0.5490421,0.50619894,1,0.52030015,1
020582.jpg,0.54912996,0.50550455,1,0.5206827,1
020748.jpg,0.5490746,0.5054698,1,0.5206747,1
020912.jpg,0.54923654,0.5057764,1,0.520597,1
020950.jpg,0.5491231,0.5055036,1,0.52068007,1
021143.jpg,0.54922694,0.5058181,1,0.520572,1
021734.jpg,0.5487636,0.50533164,1,0.5206015,1
021984.jpg,0.5492691,0.5056816,1,0.5206585,1
022325.jpg,0.54859215,0.5052912,1,0.5205435,1
022341.jpg,0.54887956,0.5063703,1,0.5201418,1
022744.jpg,0.54922587,0.505684,1,0.5206377,1
022831.jpg,0.5487452,0.5053302,1,0.5205939,1
022891.jpg,0.54861414,0.5052999,1,0.52054924,1
022980.jpg,0.5490012,0.50542885,1,0.5206616,1
023031.jpg,0.5488476,0.50535625,1,0.52062756,1
023141.jpg,0.54904604,0.50543493,1,0.52067894,1
023222.jpg,0.4554066,0.5337529,1,0.46039754,0
023405.jpg,0.45382282,0.5338515,1,0.45948628,0
023668.jpg,0.54891026,0.50536895,1,0.5206498,1
023783.jpg,0.5481794,0.50524634,1,0.5203778,1
023960.jpg,0.54921085,0.5059354,1,0.52050686,1
024290.jpg,0.5490593,0.50546145,1,0.52067184,1
024331.jpg,0.5491683,0.505555,1,0.52067524,1
024665.jpg,0.4881584,0.52695477,1,0.48089066,0
024893.jpg,0.4542273,0.53384477,1,0.45971072,0
025014.jpg,0.54012907,0.5109462,1,0.5138824,1
025203.jpg,0.53240424,0.51390636,1,0.50883955,1
025651.jpg,0.54912823,0.5060933,1,0.5203914,1
025697.jpg,0.5492314,0.5057274,1,0.5206188,1
025781.jpg,0.5479717,0.5071131,1,0.51936275,1
025961.jpg,0.54903156,0.50543654,1,0.52067155,1
025962.jpg,0.54855,0.5052858,1,0.520527,1
026009.jpg,0.5247966,0.5165947,1,0.5039379,1
026027.jpg,0.5492272,0.5055853,1,0.52068704,1
026508.jpg,0.54842514,0.50680095,1,0.5197229,1
026870.jpg,0.54922456,0.5058104,1,0.5205748,1
027434.jpg,0.54338866,0.50956887,1,0.51605946,1
027503.jpg,0.4599002,0.53289413,1,0.46323815,0
027689.jpg,0.54859114,0.5053047,1,0.5205364,1
027839.jpg,0.54787725,0.50718504,1,0.51928425,1
027894.jpg,0.46223813,0.53254193,1,0.46466365,0
027945.jpg,0.538938,0.51145625,1,0.5130816,1
027947.jpg,0.5492604,0.5056691,1,0.52066076,1
028280.jpg,0.54918534,0.5060039,1,0.52046144,1
028325.jpg,0.54892343,0.5053785,1,0.52065104,1
028344.jpg,0.5492048,0.50564355,1,0.5206481,1
028539.jpg,0.5488728,0.5063911,1,0.5201284,1
028736.jpg,0.54923284,0.50595003,1,0.5205096,1
028773.jpg,0.4956775,0.52495134,1,0.48565894,0
029555.jpg,0.48525393,0.5276733,1,0.47906098,0
029562.jpg,0.4550214,0.5336917,1,0.4602158,0
029685.jpg,0.4540255,0.5338175,1,0.459613,0
030108.jpg,0.5413836,0.5105124,1,0.51467407,1
030468.jpg,0.54885143,0.5064066,1,0.5201111,1
030524.jpg,0.5492262,0.50576836,1,0.52059627,1
030582.jpg,0.45494336,0.5337269,1,0.46015683,0
030649.jpg,0.54916024,0.50549865,1,0.5206994,1
030702.jpg,0.5491844,0.5055395,1,0.5206902,1
030736.jpg,0.45432624,0.53380555,1,0.45978305,0
030828.jpg,0.54883426,0.50643677,1,0.52008843,1
030937.jpg,0.46444732,0.5321299,1,0.4660425,0
030954.jpg,0.5490198,0.50542015,1,0.5206743,1
031506.jpg,0.5486511,0.50660014,1,0.51992464,1
031518.jpg,0.5489969,0.5054165,1,0.5206657,1
031520.jpg,0.54751337,0.5074392,1,0.5189933,1
031537.jpg,0.48763743,0.527083,1,0.4805633,0
031937.jpg,0.518806,0.51848257,1,0.50015587,1
032143.jpg,0.54778063,0.5052258,1,0.52020633,1
032195.jpg,0.45375505,0.5338146,1,0.45946637,0
032806.jpg,0.49019825,0.5263308,1,0.48222747,0
033323.jpg,0.4837769,0.5280647,1,0.47811523,0
033486.jpg,0.54570466,0.50843954,1,0.5176756,1
033612.jpg,0.480179,0.52898884,1,0.47581676,0
033674.jpg,0.54767996,0.50729895,1,0.51913834,1
034000.jpg,0.54823047,0.50524956,1,0.5203995,1
034320.jpg,0.48839328,0.5268637,1,0.48105383,0
034322.jpg,0.5487435,0.50532746,1,0.5205945,1
034698.jpg,0.5472722,0.507552,1,0.51882786,1
035239.jpg,0.5473302,0.50751626,1,0.5188719,1
035246.jpg,0.47098213,0.5309387,1,0.47007918,0
035988.jpg,0.54905546,0.5054599,1,0.5206709,1
036110.jpg,0.54784644,0.5072002,1,0.5192628,1
036345.jpg,0.5075843,0.52181077,1,0.49308985,0
036360.jpg,0.4900497,0.52639645,1,0.4821207,0
036383.jpg,0.5491885,0.5055632,1,0.52068037,1
036641.jpg,0.5488721,0.5053608,1,0.5206365,1
036671.jpg,0.54912174,0.5061093,1,0.52038056,1
036673.jpg,0.5171881,0.5190534,1,0.49909994,0
036994.jpg,0.5358531,0.5126733,1,0.5110535,1
036996.jpg,0.45976508,0.532938,1,0.4631446,0
