image,p_yes,p_no,label,prob,pred
000016.jpg,0.55869615,0.47935927,1,0.5382142,1
000378.jpg,0.5583794,0.47981447,1,0.53783727,1
000490.jpg,0.55886567,0.47911566,1,0.53841597,1
000515.jpg,0.55842286,0.47975203,1,0.537889,1
000800.jpg,0.5586656,0.47940317,1,0.5381778,1
000859.jpg,0.55888087,0.47909376,1,0.538434,1
001009.jpg,0.50160134,0.56051254,1,0.472267,0
001019.jpg,0.5586409,0.47943857,1,0.53814846,1
001243.jpg,0.5583443,0.47986498,1,0.5377955,1
001382.jpg,0.50356114,0.55776834,1,0.4744626,0
001426.jpg,0.5589299,0.47902325,1,0.53849244,1
001622.jpg,0.5586483,0.479428,1,0.5381573,1
001783.jpg,0.55844444,0.479721,1,0.5379147,1
001846.jpg,0.5585155,0.47961894,1,0.5379992,1
002144.jpg,0.5260488,0.5260371,1,0.50000554,1
002187.jpg,0.5585225,0.47960883,1,0.53800756,1
002593.jpg,0.5585602,0.4795547,1,0.5380524,1
002740.jpg,0.5552519,0.484308,1,0.5341221,1
002891.jpg,0.51350623,0.54378796,1,0.48567963,0
003222.jpg,0.55830085,0.47992742,1,0.5377438,1
003224.jpg,0.55884475,0.4791457,1,0.53839105,1
003292.jpg,0.54898083,0.4933064,1,0.5267078,1
003667.jpg,0.55897677,0.4789559,1,0.53854823,1
003840.jpg,0.55903107,0.47887775,1,0.5386129,1
003858.jpg,0.50166166,0.5604281,1,0.47233456,0
003916.jpg,0.5582305,0.48002854,1,0.5376602,1
004030.jpg,0.5047243,0.5561379,1,0.475768,0
004034.jpg,0.55847275,0.47968024,1,0.5379484,1
004142.jpg,0.55901116,0.47890636,1,0.5385892,1
004192.jpg,0.5583988,0.4797867,1,0.53786033,1
004259.jpg,0.5584314,0.47973984,1,0.5378991,1
004275.jpg,0.55800676,0.48035014,1,0.537394,1
004277.jpg,0.50158393,0.5605368,1,0.4722476,0
004396.jpg,0.548673,0.49374762,1,0.5263451,1
004452.jpg,0.54744995,0.49550042,1,0.5249051,1
004868.jpg,0.5083114,0.55110186,1,0.47980466,0
005119.jpg,0.5127404,0.5448678,1,0.4848113,0
005387.jpg,0.55847114,0.47968265,1,0.53794646,1
005466.jpg,0.5123434,0.5454272,1,0.48436156,0
005645.jpg,0.5584137,0.47976518,1,0.5378781,1
005654.jpg,0.5530928,0.48740792,1,0.5315641,1
006091.jpg,0.5119202,0.5460235,1,0.48388228,0
006236.jpg,0.55833817,0.4798738,1,0.5377882,1
006460.jpg,0.55844015,0.4797272,1,0.53790957,1
006583.jpg,0.5018644,0.5601444,1,0.4725614,0
006598.jpg,0.55853397,0.47959238,1,0.5380212,1
006788.jpg,0.55841595,0.47976202,1,0.5378808,1
006813.jpg,0.5588224,0.47917774,1,0.53836447,1
006942.jpg,0.55841964,0.47975674,1,0.5378851,1
007073.jpg,0.5589144,0.4790455,1,0.53847396,1
007080.jpg,0.52162796,0.5323077,1,0.4949334,0
007162.jpg,0.5584466,0.479718,1,0.5379172,1
007571.jpg,0.5590145,0.4789016,1,0.5385932,1
007649.jpg,0.5585574,0.4795587,1,0.53804904,1
007819.jpg,0.558543,0.47957933,1,0.53803194,1
007967.jpg,0.5588807,0.479094,1,0.5384338,1
008064.jpg,0.5584331,0.4797373,1,0.53790116,1
008213.jpg,0.5089476,0.55020744,1,0.4805223,0
008220.jpg,0.5017466,0.56030923,1,0.47242957,0
008243.jpg,0.5588788,0.4790967,1,0.5384315,1
008357.jpg,0.5586292,0.47945544,1,0.5381346,1
008636.jpg,0.5583841,0.4798078,1,0.53784287,1
008777.jpg,0.55826133,0.47998425,1,0.53769684,1
008913.jpg,0.5584338,0.47973645,1,0.53790194,1
008931.jpg,0.5585584,0.4795573,1,0.53805023,1
008979.jpg,0.5583904,0.47979876,1,0.5378503,1
009087.jpg,0.5584915,0.4796534,1,0.53797066,1
009231.jpg,0.5443162,0.49998814,1,0.52122366,1
009305.jpg,0.5584353,0.47973412,1,0.53790385,1
009353.jpg,0.5584236,0.47975102,1,0.53788984,1
009519.jpg,0.5257534,0.52645653,1,0.4996659,0
009555.jpg,0.55842626,0.47974715,1,0.53789306,1
009738.jpg,0.5316364,0.5180915,1,0.5064516,1
009754.jpg,0.5588466,0.47914296,1,0.53839326,1
009805.jpg,0.5584413,0.47972557,1,0.5379109,1
010100.jpg,0.55837107,0.47982645,1,0.5378274,1
010104.jpg,0.5589106,0.47905096,1,0.53846943,1
010308.jpg,0.55837417,0.47982204,1,0.53783107,1
010712.jpg,0.5583547,0.47985005,1,0.5378079,1
011078.jpg,0.5463452,0.49708307,1,0.52360594,1
011396.jpg,0.55826586,0.4799778,1,0.53770214,1
011470.jpg,0.5326003,0.51671875,1,0.5075675,1
011761.jpg,0.55866617,0.47940227,1,0.53817856,1
011885.jpg,0.55843353,0.47973672,1,0.5379017,1
011962.jpg,0.52735996,0.5241745,1,0.5015147,1
012085.jpg,0.55847216,0.47968125,1,0.5379476,1
012189.jpg,0.5585577,0.4795583,1,0.5380494,1
012207.jpg,0.5584198,0.47975647,1,0.53788537,1
012256.jpg,0.5132653,0.5441277,1,0.48540634,0
012326.jpg,0.55902153,0.4788915,1,0.5386015,1
012373.jpg,0.5017843,0.56025636,1,0.47247183,0
012643.jpg,0.55855125,0.4795675,1,0.5380418,1
012697.jpg,0.5586313,0.4794525,1,0.538137,1
013040.jpg,0.5584836,0.47966477,1,0.53796124,1
013063.jpg,0.5583245,0.47989348,1,0.53777194,1
013331.jpg,0.5589935,0.47893173,1,0.5385682,1
013350.jpg,0.55841756,0.4797597,1,0.5378827,1
013479.jpg,0.5459846,0.4975995,1,0.5231822,1
013650.jpg,0.55804807,0.48029074,1,0.53744316,1
013780.jpg,0.5579447,0.48043928,1,0.53732026,1
013920.jpg,0.5584291,0.47974312,1,0.5378964,1
013992.jpg,0.55869013,0.47936797,1,0.53820705,1
014143.jpg,0.511108,0.5471675,1,0.4829631,0
014236.jpg,0.5585749,0.4795335,1,0.53806996,1
014331.jpg,0.5584319,0.479739,1,0.5378998,1
014433.jpg,0.5581796,0.48010162,1,0.5375997,1
014447.jpg,0.55843556,0.4797338,1,0.5379041,1
014487.jpg,0.55834085,0.47986993,1,0.53779143,1
014550.jpg,0.55824745,0.48000425,1,0.53768027,1
014596.jpg,0.5587347,0.47930378,1,0.5382601,1
014650.jpg,0.55848986,0.47965574,1,0.53796875,1
014671.jpg,0.5590039,0.47891685,1,0.53858054,1
015063.jpg,0.5584197,0.47975656,1,0.53788525,1
015145.jpg,0.5418758,0.50347954,1,0.51836514,1
015158.jpg,0.5584431,0.47972295,1,0.5379131,1
015337.jpg,0.5585064,0.47963193,1,0.5379884,1
015341.jpg,0.5210096,0.5331835,1,0.49422598,0
015490.jpg,0.5582094,0.48005885,1,0.537635,1
015539.jpg,0.5585423,0.4795803,1,0.53803116,1
015789.jpg,0.50355375,0.5577787,1,0.47445428,0
015853.jpg,0.5584428,0.47972342,1,0.5379127,1
015865.jpg,0.55834746,0.47986042,1,0.5377993,1
015926.jpg,0.5584637,0.4796934,1,0.5379376,1
016395.jpg,0.55656403,0.4824232,1,0.5356794,1
016494.jpg,0.5583613,0.4798406,1,0.5378157,1
016504.jpg,0.5585728,0.47953644,1,0.53806746,1
016666.jpg,0.50792956,0.5516385,1,0.47937417,0
016830.jpg,0.5585022,0.479638,1,0.5379834,1
016909.jpg,0.5584287,0.47974363,1,0.5378959,1
017172.jpg,0.50174993,0.5603045,1,0.47243336,0
017256.jpg,0.55840236,0.47978154,1,0.53786457,1
018101.jpg,0.5584298,0.47974208,1,0.5378972,1
018115.jpg,0.5419413,0.5033859,1,0.5184418,1
018254.jpg,0.5554596,0.48400968,1,0.5343685,1
018404.jpg,0.50682414,0.55319136,1,0.478129,0
018797.jpg,0.5584262,0.4797473,1,0.537893,1
018828.jpg,0.5585385,0.47958586,1,0.5380266,1
